"order_id","order_date","customer_id","sales"
"CA-2014-105165","2014-09-07","SZ-20035","469.04299999999995"
"CA-2016-116526","2016-09-01","JA-15970","477.49999999999994"
"US-2014-126340","2014-11-08","EB-13870","333.576"
"CA-2015-103772","2015-06-28","MP-17470","260.31"
"US-2017-139577","2017-10-01","TN-21040","104.75"
"CA-2017-133235","2017-08-01","LH-16750","271.96"
"CA-2016-108056","2016-09-29","ES-14080","859.2"
"CA-2014-152849","2014-07-05","DW-13195","4.368"
"CA-2017-108854","2017-12-08","DM-13345","243.584"
"CA-2016-109911","2016-05-12","VG-21805","10.96"
"CA-2017-106103","2017-06-10","SC-20305","132.52"
"US-2017-132206","2017-06-16","MK-17905","5.936"
"CA-2017-137498","2017-09-09","LC-17050","298"
"CA-2017-158673","2017-12-29","KB-16600","209.7"
"CA-2017-104640","2017-11-10","FH-14275","1362.056"
"CA-2016-157000","2016-07-16","AM-10360","57.239999999999995"
"CA-2015-111458","2015-09-26","PF-19165","50"
"CA-2017-142489","2017-11-14","TC-21295","21.99"
"CA-2014-165974","2014-06-29","DL-12865","32.76"
"CA-2016-145240","2016-09-06","BG-11740","10.784"
"CA-2017-140508","2017-09-18","PA-19060","114.848"
"US-2016-152835","2016-05-19","RP-19855","21.4"
"US-2014-161305","2014-06-06","SB-20170","38.572"
"CA-2014-156314","2014-12-24","RP-19390","30.36"
"CA-2016-116722","2016-11-11","LP-17080","524.616"
"CA-2015-113131","2015-09-24","MB-17305","97.684"
"CA-2016-106341","2016-10-20","LF-17185","7.152"
"CA-2015-130456","2015-08-21","DS-13180","667.378"
"US-2017-160759","2017-12-11","AI-10855","63.686"
"CA-2016-141397","2016-06-20","RC-19825","409.76"
"US-2015-140200","2015-07-26","CA-12775","393.165"
"CA-2017-118773","2017-02-09","TP-21415","397.74399999999997"
"CA-2017-116127","2017-06-25","SB-20185","400.784"
"US-2016-106677","2016-11-05","AS-10285","23.988"
"CA-2014-121573","2014-11-03","SG-20605","840.712"
"CA-2017-169901","2017-06-15","CC-12550","47.976"
"US-2017-162558","2017-10-02","Dp-13240","2437.672"
"CA-2015-165085","2015-12-27","BT-11485","384.85999999999996"
"CA-2015-144652","2015-11-20","SN-20560","19.46"
"CA-2015-105844","2015-10-25","JF-15415","79.36"
"CA-2017-110443","2017-11-21","CK-12205","1242.6319999999998"
"US-2014-130358","2014-06-23","DL-13330","23.119999999999997"
"CA-2017-139311","2017-08-11","SF-20965","205.29600000000002"
"CA-2017-128041","2017-09-01","RW-19540","598.1600000000001"
"CA-2014-101931","2014-10-28","TS-21370","1252.602"
"CA-2016-149314","2016-07-02","GB-14530","195.184"
"CA-2016-124352","2016-10-15","CD-12790","1058.27"
"CA-2016-146437","2016-01-28","HG-14965","39.68"
"US-2014-120740","2014-04-15","PS-18970","294.71999999999997"
"CA-2014-124464","2014-07-14","SS-20515","39.48"
"CA-2017-161046","2017-03-05","CB-12535","839.2500000000001"
"CA-2014-147543","2014-07-06","BC-11125","478.48"
"CA-2017-120327","2017-11-11","WB-21850","45.92"
"CA-2014-164721","2014-11-25","LW-16825","371.52"
"CA-2016-115224","2016-12-08","DB-13615","386.43"
"CA-2014-111150","2014-12-31","RW-19630","77.21000000000001"
"CA-2015-152611","2015-02-20","KA-16525","286.79"
"CA-2017-136609","2017-08-06","TB-21355","115.296"
"CA-2016-158568","2016-08-29","RB-19465","162.388"
"CA-2015-109190","2015-10-23","CC-12685","546.792"
"CA-2014-158372","2014-11-10","RD-19900","807.686"
"CA-2016-161207","2016-08-29","AB-10060","27.93"
"US-2016-111563","2016-11-04","SM-20005","77.488"
"US-2017-106145","2017-09-26","RA-19885","1065.2160000000001"
"CA-2016-123274","2016-02-19","GT-14710","287.4"
"US-2015-142020","2015-06-04","TC-21535","65.72"
"CA-2017-120761","2017-09-04","AB-10150","91.96"
"CA-2017-111647","2017-07-03","RD-19585","167.968"
"CA-2014-155264","2014-10-19","RP-19270","306.11199999999997"
"CA-2014-127131","2014-11-24","HR-14830","721.476"
"CA-2014-128237","2014-03-25","CA-12265","92.36"
"US-2016-168620","2016-12-24","RB-19795","823.6099999999999"
"CA-2016-128916","2016-08-18","MA-17560","14.896"
"US-2017-111241","2017-08-20","GM-14500","239.12"
"CA-2017-126046","2017-11-03","JC-16105","12.39"
"CA-2017-128370","2017-09-10","FH-14275","369.536"
"CA-2016-123932","2016-09-06","YC-21895","371.504"
"CA-2016-105585","2016-08-26","RF-19735","165.13"
"CA-2016-145261","2016-12-18","AH-10120","610.4179999999999"
"CA-2014-114251","2014-11-05","MD-17350","1476.8339999999998"
"CA-2014-165309","2014-11-11","KD-16270","1639.496"
"CA-2016-113726","2016-11-24","SC-20680","82.26"
"CA-2016-129686","2016-11-27","GG-14650","160.384"
"US-2016-105452","2016-07-28","BF-11005","327.42"
"CA-2015-121188","2015-08-28","CB-12025","2017.5320000000002"
"CA-2015-105690","2015-11-21","CA-11965","697.8208"
"CA-2015-109638","2015-12-15","JH-15985","1055.1419999999998"
"CA-2015-143364","2015-07-14","TG-21310","860.916"
"CA-2016-122063","2016-12-03","MM-17920","611.94"
"CA-2016-113733","2016-12-08","LH-16900","334.25600000000003"
"CA-2015-164336","2015-07-05","MW-18220","73.776"
"CA-2016-160500","2016-05-05","DM-13015","305.49600000000004"
"CA-2015-169537","2015-09-03","JH-15820","7.5"
"CA-2014-167850","2014-08-09","AG-10525","193.93599999999998"
"CA-2016-157336","2016-12-01","SJ-20500","840"
"CA-2015-100657","2015-11-02","SW-20245","109.764"
"CA-2017-104388","2017-07-05","DK-12835","79.96"
"US-2017-143028","2017-04-11","SC-20050","11.364"
"CA-2015-116841","2015-04-14","TP-21130","35.208"
"US-2016-155173","2016-03-06","JB-16045","502.221"
"CA-2015-130365","2015-04-25","ZC-21910","349.082"
"CA-2017-130141","2017-10-22","HA-14905","582.304"
"CA-2014-119032","2014-11-27","MS-17770","3.76"
"US-2015-107944","2015-03-23","AM-10360","432.69"
"CA-2017-142643","2017-10-15","DL-13495","175.37"
"US-2017-108014","2017-11-19","JH-15430","59.913"
"CA-2014-111451","2014-12-26","KL-16555","855.272"
"CA-2015-104052","2015-03-01","TP-21565","95.84"
"CA-2017-144484","2017-09-11","CB-12025","438.96000000000004"
"US-2016-100419","2016-12-16","CC-12670","4.788"
"CA-2017-159100","2017-10-16","VP-21760","1893.786"
"CA-2015-115399","2015-12-19","AG-10900","6.912"
"CA-2016-139885","2016-12-04","EB-13840","212.88"
"CA-2014-124646","2014-06-22","DV-13465","663.75"
"CA-2016-153185","2016-09-03","MH-17620","30.96"
"CA-2016-138688","2016-06-12","DV-13045","14.62"
"CA-2016-151148","2016-09-12","PO-19180","230.088"
"US-2016-155180","2016-01-22","TB-21280","26.336"
"CA-2017-126536","2017-10-12","NK-18490","102.83"
"CA-2016-132094","2016-08-26","VG-21805","53.456"
"CA-2014-103940","2014-09-17","BN-11515","260.79"
"CA-2017-122007","2017-03-18","JK-15325","90.86"
"CA-2016-112739","2016-09-02","RD-19810","168.168"
"CA-2017-100825","2017-09-09","KD-16495","99.87"
"CA-2015-149636","2015-01-06","SP-20620","31.538"
"CA-2014-140816","2014-12-20","TC-21295","447.944"
"CA-2014-124709","2014-07-27","GW-14605","238"
"US-2015-134026","2015-04-26","JE-15745","1001.76"
"CA-2015-130113","2015-12-27","AH-10030","991.26"
"US-2017-118157","2017-11-14","AW-10930","15.28"
"CA-2016-157791","2016-12-23","CA-11965","1999.96"
"US-2014-133130","2014-09-27","TH-21100","685.9"
"CA-2015-143616","2015-09-27","SS-20140","99.2"
"CA-2017-169929","2017-09-25","LS-17200","39.9"
"CA-2017-130211","2017-10-22","BD-11620","582.0699999999999"
"CA-2016-163636","2016-12-05","MP-18175","3.536"
"CA-2014-146815","2014-09-08","PP-18955","176.28400000000002"
"CA-2016-112830","2016-06-06","LP-17095","548.96"
"CA-2016-158211","2016-01-04","BP-11185","109.252"
"CA-2016-134138","2016-02-16","JD-15790","227.96"
"CA-2016-147375","2016-06-12","PO-19180","1321.467"
"US-2017-132059","2017-09-23","AP-10915","228.572"
"CA-2016-155516","2016-10-21","MK-17905","1179.27"
"US-2014-100279","2014-03-10","SW-20275","22.38"
"CA-2015-158701","2015-01-05","JL-15175","143.51999999999998"
"CA-2017-118577","2017-10-06","XP-21865","150.17999999999998"
"US-2017-132927","2017-12-09","RD-19720","11.088"
"CA-2017-144820","2017-10-03","LW-16825","20.64"
"CA-2017-141789","2017-10-03","AC-10450","1793.98"
"CA-2015-139850","2015-06-12","GB-14575","64.032"
"CA-2016-152730","2016-05-30","EM-14140","1282.61"
"CA-2017-105991","2017-05-05","LH-17020","120.783"
"CA-2016-114307","2016-07-22","MF-17665","122.34000000000002"
"CA-2015-114300","2015-10-13","AF-10885","371.65999999999997"
"CA-2016-116561","2016-09-11","EB-14110","372.812"
"CA-2017-123638","2017-06-27","MA-17995","191.646"
"CA-2017-115777","2017-08-19","DO-13645","19.44"
"CA-2016-169922","2016-06-11","MZ-17515","22.16"
"CA-2017-146136","2017-09-03","AP-10915","24.448"
"CA-2016-161361","2016-03-26","MV-17485","34.68"
"CA-2015-151722","2015-10-05","IL-15100","288"
"CA-2016-161928","2016-06-27","AC-10660","201.584"
"CA-2015-105599","2015-09-07","MC-17275","41.374"
"CA-2017-136238","2017-12-26","KB-16240","16.032"
"CA-2015-141243","2015-01-03","AH-10465","1757.8536"
"CA-2017-117128","2017-12-05","BF-11080","32.67"
"CA-2017-168193","2017-03-06","RM-19750","98.35"
"CA-2015-135545","2015-11-24","KM-16720","266.294"
"CA-2015-104038","2015-02-06","LO-17170","176.63"
"CA-2014-149524","2014-01-14","BS-11590","61.96"
"CA-2015-105158","2015-09-05","SP-20860","43"
"CA-2016-158260","2016-11-04","CC-12475","686.4"
"CA-2017-167703","2017-02-03","MC-17575","290.781"
"CA-2015-108665","2015-07-06","KM-16225","896.38"
"CA-2015-118955","2015-06-16","LS-17230","253.34000000000003"
"US-2017-101784","2017-07-06","PO-18850","122.136"
"CA-2015-168004","2015-10-04","DJ-13420","392.94"
"CA-2015-130855","2015-12-29","RF-19840","6.36"
"CA-2015-127110","2015-06-25","CH-12070","109.36"
"US-2017-145597","2017-11-02","GG-14650","54.336"
"CA-2017-169859","2017-12-14","MP-18175","134.91"
"CA-2014-119977","2014-10-08","DN-13690","123.92"
"CA-2017-102834","2017-03-09","LW-16990","199.98"
"CA-2014-105984","2014-11-24","MY-18295","1661.028"
"CA-2017-154109","2017-11-06","ML-17410","175.324"
"CA-2016-107328","2016-08-08","CA-12055","1016.184"
"CA-2016-149454","2016-07-25","KM-16375","10.44"
"US-2017-148866","2017-09-19","JM-15535","32.4"
"CA-2017-135111","2017-12-28","CS-12400","28.38"
"CA-2014-146283","2014-09-08","KT-16465","1166.7160000000001"
"CA-2016-140207","2016-11-05","CS-12400","29.12"
"CA-2016-138968","2016-03-15","FC-14335","1356.576"
"CA-2017-165099","2017-12-11","DK-13375","1.392"
"CA-2014-157609","2014-03-16","KN-16705","471.92"
"CA-2015-104948","2015-11-13","KH-16510","723.164"
"CA-2014-130092","2014-01-11","SV-20365","9.94"
"CA-2017-116988","2017-06-27","PW-19030","1433.19"
"CA-2015-150196","2015-07-02","SR-20740","19.44"
"US-2015-159499","2015-11-21","EM-14095","365.496"
"CA-2014-167360","2014-11-24","RB-19435","111.79"
"CA-2016-162348","2016-11-10","BF-11170","9.98"
"CA-2016-145898","2016-09-26","CM-12445","124.58000000000001"
"CA-2015-159786","2015-10-12","RK-19300","209.67"
"US-2014-112914","2014-09-25","MT-18070","340.3128"
"CA-2016-101343","2016-07-17","RA-19885","77.88"
"US-2015-165512","2015-05-24","VS-21820","610.3069999999999"
"CA-2014-115812","2014-06-09","BH-11710","3714.304"
"CA-2015-153626","2015-07-09","EB-13870","5.16"
"CA-2015-137603","2015-09-19","MH-17290","8.4"
"CA-2014-144624","2014-11-19","JM-15865","4548.81"
"CA-2016-121958","2016-11-13","CS-12505","52.136"
"CA-2015-163090","2015-11-17","GH-14665","40.92"
"CA-2017-150266","2017-11-25","RO-19780","1240.4180000000001"
"CA-2016-161662","2016-02-07","BE-11410","30.352"
"US-2016-120460","2016-04-30","BF-11170","22.608"
"US-2014-137869","2014-03-28","CV-12295","1190.84"
"CA-2015-122371","2015-09-26","BS-11800","188.63"
"CA-2016-147473","2016-05-30","NL-18310","38.88"
"CA-2015-132948","2015-03-27","MV-17485","83.7"
"CA-2014-152905","2014-02-18","AB-10015","12.624"
"CA-2016-149237","2016-05-26","CM-12235","26.94"
"US-2015-108966","2015-10-11","SO-20335","979.9455"
"US-2014-107993","2014-11-25","SE-20110","51.016"
"CA-2015-124541","2015-04-06","TT-21220","92.052"
"CA-2017-162635","2017-10-09","EB-14170","10.816"
"CA-2017-167017","2017-11-23","DC-12850","4.36"
"CA-2014-151001","2014-04-05","JG-15805","101.728"
"CA-2015-156153","2015-05-31","CW-11905","7.56"
"CA-2014-146969","2014-09-29","AP-10915","968.3"
"CA-2016-117604","2016-09-04","JP-15520","239.5"
"CA-2016-140977","2016-06-16","JL-15175","91.475"
"CA-2017-168403","2017-09-09","DK-12835","42.28"
"CA-2016-163167","2016-11-28","RF-19345","2673.6899999999996"
"CA-2016-131835","2016-07-17","MC-17590","815.12"
"US-2014-109162","2014-06-08","KE-16420","170.352"
"CA-2017-123239","2017-07-27","MG-18145","91.032"
"CA-2016-101966","2016-07-14","BM-11785","419.944"
"CA-2016-142615","2016-11-20","BM-11575","27.88"
"CA-2015-156440","2015-12-05","MH-17620","44.46"
"CA-2016-122511","2016-03-11","BT-11485","30.336"
"CA-2015-167479","2015-03-14","AI-10855","19.44"
"CA-2017-133648","2017-06-25","ML-17755","87.688"
"CA-2016-142370","2016-09-19","TP-21130","254.98999999999998"
"CA-2017-148138","2017-09-29","ME-18010","51.168"
"CA-2017-149048","2017-05-13","BM-11650","2229.1800000000003"
"CA-2016-155481","2016-09-01","DK-13225","71.156"
"CA-2016-142398","2016-04-12","BP-11290","651.496"
"CA-2017-103443","2017-12-17","AT-10735","315.896"
"CA-2014-167927","2014-01-20","XP-21865","708.6160000000001"
"CA-2014-156342","2014-06-17","JF-15415","62.016"
"CA-2017-120404","2017-11-20","KH-16330","623.9300000000001"
"CA-2017-113474","2017-03-30","TM-21490","325.86"
"US-2017-168613","2017-10-08","GM-14440","145.764"
"CA-2016-130407","2016-09-02","KD-16270","115.46000000000001"
"CA-2017-123687","2017-05-26","KC-16675","234.2"
"CA-2017-130036","2017-08-27","BP-11185","1132.56"
"CA-2016-146766","2016-11-04","TT-21220","192.8"
"CA-2016-140564","2016-12-05","TC-21475","33.92"
"CA-2015-155453","2015-08-09","RA-19885","4.608"
"CA-2014-161249","2014-08-09","RD-19720","13.809000000000001"
"CA-2016-127649","2016-10-07","DL-13495","837.6"
"CA-2014-168312","2014-03-01","GW-14605","513.861"
"CA-2016-131065","2016-11-14","AA-10375","513.52"
"CA-2017-100412","2017-12-22","SR-20425","141.96"
"CA-2017-127117","2017-04-14","HM-14860","74.45"
"US-2016-146794","2016-09-26","SH-19975","424.9575"
"CA-2015-146829","2015-03-10","TS-21340","1.112"
"CA-2014-126333","2014-12-23","ME-18010","5.184"
"CA-2016-165169","2016-06-05","JL-15235","386.48"
"US-2017-132381","2017-08-22","Dp-13240","314.532"
"CA-2016-130029","2016-07-03","GT-14755","16.92"
"CA-2017-107986","2017-12-13","MW-18220","31.44"
"CA-2015-162887","2015-11-07","SV-20785","715.2"
"CA-2014-166590","2014-10-29","NC-18625","77.86"
"CA-2017-126634","2017-03-30","AB-10165","94.2"
"CA-2017-146493","2017-06-01","CV-12805","53.9"
"CA-2015-111829","2015-03-19","FH-14365","4607.2699999999995"
"CA-2016-167983","2016-08-21","RP-19270","33.44"
"US-2016-164189","2016-03-24","DR-12880","403.168"
"US-2016-103646","2016-04-21","SP-20545","195.976"
"US-2015-144771","2015-10-02","CK-12205","64.072"
"CA-2014-124478","2014-08-08","MA-17560","1109.725"
"CA-2016-157161","2016-07-16","JD-15895","199.18"
"CA-2017-164826","2017-12-28","JF-15415","134.524"
"CA-2017-132976","2017-10-13","AG-10495","114.376"
"CA-2016-102596","2016-12-27","RD-19810","17.184"
"CA-2017-122945","2017-11-16","MB-18085","17.31"
"CA-2017-106824","2017-07-07","AT-10735","5.94"
"US-2015-159982","2015-11-28","DR-12880","796.3240000000001"
"US-2015-120572","2015-12-11","GH-14425","12.828"
"CA-2016-163986","2016-09-03","JJ-15445","54.5"
"CA-2017-106747","2017-07-03","TS-21505","102.3"
"CA-2014-153850","2014-11-24","TH-21100","1537.5439999999999"
"US-2017-141677","2017-03-26","HK-14890","2737.672"
"CA-2014-103317","2014-07-05","DM-13525","242.546"
"CA-2017-137463","2017-12-16","KM-16225","420.234"
"CA-2014-118304","2014-04-29","KH-16360","19.98"
"CA-2015-154340","2015-11-29","EK-13795","56.3"
"CA-2014-120775","2014-10-03","RD-19930","57.90799999999999"
"US-2016-144057","2016-05-09","CV-12805","1013.7919999999999"
"CA-2014-131387","2014-04-28","AI-10855","1679.96"
"CA-2017-152485","2017-09-04","JD-15790","40.096"
"CA-2015-108672","2015-09-10","FA-14230","106.68"
"CA-2014-140487","2014-06-14","SR-20425","212.94"
"CA-2017-131695","2017-06-30","RA-19285","270.8"
"CA-2016-166618","2016-11-14","DP-13000","37.629999999999995"
"CA-2017-166198","2017-04-21","JW-15955","174.14"
"CA-2017-134495","2017-04-01","BF-11020","269.4"
"CA-2016-132479","2016-09-24","MK-17905","442.372"
"CA-2016-154536","2016-09-05","JC-15340","9.555"
"US-2014-151925","2014-09-26","KT-16465","145.568"
"CA-2016-149762","2016-12-03","RD-19720","545.01"
"CA-2017-164378","2017-07-15","MM-18055","729.396"
"US-2017-101539","2017-03-16","VM-21685","712.966"
"CA-2016-145611","2016-09-20","HA-14905","393.25"
"US-2016-144393","2016-10-28","SM-20950","17.616"
"CA-2016-159695","2016-04-05","GM-14455","158.368"
"CA-2014-142587","2014-10-21","TB-21520","531.382"
"CA-2014-125612","2014-08-03","BK-11260","163.62"
"CA-2015-109708","2015-05-25","CY-12745","467.04"
"CA-2016-128594","2016-08-26","DJ-13510","1603.136"
"CA-2015-134782","2015-12-27","MD-17350","105.42"
"CA-2017-156958","2017-12-05","PB-18805","497.044"
"CA-2017-111815","2017-03-03","EP-13915","280.96"
"CA-2017-114524","2017-03-31","EG-13900","13.468"
"CA-2015-102722","2015-04-18","KW-16570","106.5"
"CA-2016-122728","2016-05-18","EB-13930","122.22"
"US-2014-100853","2014-09-14","JB-15400","72.608"
"US-2016-111528","2016-12-30","JP-16135","487.704"
"CA-2016-155383","2016-12-17","SC-20680","46.53"
"CA-2015-135363","2015-03-28","CK-12205","20.784"
"CA-2016-144148","2016-07-31","AH-10690","863.128"
"CA-2016-167556","2016-03-29","JM-15250","498.60799999999995"
"CA-2016-106383","2016-03-19","BT-11440","72.294"
"CA-2015-118843","2015-09-13","JH-15910","199.86"
"CA-2017-103009","2017-11-03","PJ-18835","26.4"
"CA-2017-161823","2017-09-03","AG-10300","5.96"
"CA-2017-124576","2017-08-01","HK-14890","54.896"
"CA-2014-104178","2014-08-25","JM-15265","176.14"
"US-2015-168914","2015-05-21","JE-15745","20.768"
"CA-2017-112753","2017-06-18","CC-12670","956.8035"
"US-2017-152380","2017-11-19","JH-15910","219.075"
"CA-2014-100762","2014-11-24","NG-18355","508.61999999999995"
"CA-2017-159667","2017-11-09","PM-19135","691.144"
"CA-2017-128475","2017-08-26","SC-20680","71.98"
"CA-2017-100622","2017-11-03","DK-13090","1030.7420000000002"
"CA-2016-124485","2016-11-24","NC-18340","123.65600000000002"
"CA-2015-158792","2015-12-26","BD-11605","22.2"
"US-2014-102631","2014-12-13","EB-13840","94.428"
"CA-2017-121027","2017-08-18","HW-14935","2340.06"
"CA-2017-134635","2017-04-15","NS-18640","79.14"
"CA-2014-123925","2014-12-17","RF-19840","40.05"
"CA-2016-105256","2016-05-20","JK-15730","1363.96"
"US-2016-169369","2016-12-12","EC-14050","299.07"
"US-2016-148334","2016-08-22","DD-13570","4.312"
"CA-2014-162089","2014-03-30","MP-17470","714.966"
"CA-2014-109491","2014-02-20","LC-16930","82.63"
"CA-2015-100888","2015-04-06","MH-17455","47.952"
"CA-2014-129938","2014-12-15","EB-13705","445.802"
"CA-2015-119550","2015-12-26","RB-19705","275.058"
"CA-2015-148705","2015-03-12","EB-14170","5.04"
"CA-2016-101651","2016-12-24","SC-20305","83.72"
"CA-2017-140053","2017-07-03","CA-12265","545.85"
"CA-2016-151141","2016-08-20","DW-13480","14.78"
"CA-2016-125661","2016-11-24","CA-12055","180.71200000000002"
"CA-2014-100706","2014-12-16","LE-16810","129.44"
"CA-2017-133718","2017-07-23","TB-21520","73.512"
"CA-2015-134117","2015-12-17","PG-18895","450.19399999999996"
"CA-2015-164623","2015-10-20","MS-17770","24.56"
"CA-2015-139780","2015-12-31","AH-10690","116.4"
"CA-2014-141313","2014-12-28","AJ-10780","2583.1900000000005"
"CA-2017-101728","2017-08-19","SC-20575","2.296"
"CA-2017-132682","2017-06-08","TH-21235","490.39200000000005"
"CA-2015-155040","2015-11-10","AH-10210","79.9"
"US-2017-104661","2017-01-15","TB-21250","147.63600000000002"
"CA-2014-150245","2014-12-31","PC-18745","1573.488"
"CA-2016-136301","2016-03-13","EH-13765","4940.87"
"CA-2017-146920","2017-08-28","SC-20305","52.064"
"US-2016-148803","2016-12-11","LR-16915","85.224"
"CA-2016-150077","2016-02-04","MS-17365","90.48"
"CA-2017-153787","2017-05-19","AT-10735","97.16"
"CA-2016-148796","2016-04-14","PB-19150","383.8"
"US-2015-119312","2015-10-02","CS-12400","270.34"
"US-2017-140907","2017-12-10","BP-11185","392.21999999999997"
"CA-2017-137344","2017-08-20","EM-13810","40.29"
"CA-2015-123092","2015-12-03","JG-15115","288.84999999999997"
"CA-2017-153045","2017-01-19","NS-18505","1370.5349999999999"
"CA-2015-126445","2015-08-27","RA-19945","484.65"
"CA-2017-138310","2017-06-26","NP-18700","431.928"
"CA-2016-110009","2016-09-08","TR-21325","74"
"CA-2015-125416","2015-11-02","KC-16540","447.93"
"CA-2015-120677","2015-05-31","BD-11320","2567.84"
"CA-2015-166464","2015-09-12","PG-18895","492.584"
"CA-2017-122308","2017-03-24","MV-17485","271.764"
"CA-2017-163097","2017-08-27","SF-20200","120.576"
"CA-2014-164903","2014-02-20","SR-20740","12.96"
"CA-2017-158036","2017-09-08","DB-13555","9.096"
"CA-2017-113558","2017-10-21","PH-18790","729.648"
"CA-2014-100916","2014-10-21","FH-14275","788.86"
"CA-2016-123806","2016-11-24","LA-16780","207.76"
"US-2017-142188","2017-09-11","JF-15415","1820.208"
"CA-2017-119424","2017-06-12","SB-20185","91.416"
"CA-2017-166835","2017-11-12","DK-13375","221.024"
"CA-2015-141754","2015-12-20","EM-14200","11.696"
"CA-2017-122504","2017-11-07","DB-13270","821.514"
"US-2016-119046","2016-06-02","EH-13765","93.06"
"CA-2016-165330","2016-12-11","WB-21850","1937.924"
"CA-2017-117436","2017-06-08","LW-17125","10.36"
"US-2014-148838","2014-03-17","CP-12340","3455.13"
"CA-2015-140410","2015-11-03","CM-12655","1345.418"
"CA-2016-128307","2016-07-25","BE-11335","20.936"
"US-2017-139955","2017-09-28","CM-12160","1.744"
"US-2017-145366","2017-12-09","CA-12310","94.78399999999999"
"CA-2016-167584","2016-08-12","LC-16870","6.48"
"CA-2014-109897","2014-08-12","BW-11200","891.7760000000001"
"CA-2015-131072","2015-11-05","KL-16645","98.352"
"CA-2017-123085","2017-03-03","EJ-13720","1219.7920000000001"
"CA-2015-108532","2015-08-29","CC-12100","246.5"
"CA-2014-126522","2014-09-01","LT-16765","53.94"
"CA-2016-122017","2016-12-29","CD-11920","152.51999999999998"
"CA-2016-102932","2016-09-19","SD-20485","53.370000000000005"
"CA-2014-129168","2014-08-17","KB-16585","15.552"
"CA-2014-129147","2014-11-02","LC-17050","609.438"
"CA-2015-162537","2015-10-28","RD-19585","104.51"
"CA-2016-168032","2016-01-30","DF-13135","2067.7960000000003"
"CA-2014-107454","2014-11-02","RD-19720","124.2"
"CA-2017-118542","2017-12-01","CC-12550","55.488"
"CA-2017-139304","2017-01-29","VG-21790","136.526"
"US-2015-136259","2015-11-05","CB-12415","34.418"
"CA-2017-121398","2017-12-25","FH-14365","424.172"
"US-2016-127334","2016-12-15","MP-18175","651.363"
"CA-2016-119823","2016-06-04","KD-16270","75.88"
"CA-2014-126200","2014-08-25","JE-15715","38.064"
"CA-2015-113173","2015-11-15","DK-13225","270.356"
"CA-2017-150623","2017-04-10","DB-13360","386.14"
"CA-2017-147942","2017-04-01","MS-17365","127.46000000000001"
"CA-2017-139493","2017-09-13","SG-20605","15.92"
"CA-2016-154508","2016-11-16","RD-19900","28.4"
"US-2017-120908","2017-09-30","BF-10975","20.664"
"CA-2016-157763","2016-07-18","KH-16330","140.81"
"CA-2016-105816","2016-12-11","JM-15265","1045.21"
"CA-2016-168046","2016-01-25","JD-15895","831.502"
"CA-2016-110898","2016-03-06","LC-16870","309.082"
"CA-2017-118122","2017-11-17","GG-14650","13.904"
"CA-2014-148950","2014-12-14","JD-16015","43.016"
"CA-2015-124800","2015-09-26","RW-19540","1044.0749999999998"
"CA-2017-107853","2017-05-26","CD-11920","12.96"
"CA-2014-164259","2014-12-28","SP-20860","99.136"
"CA-2017-116225","2017-11-05","SV-20935","390.75"
"CA-2017-143245","2017-12-01","AD-10180","916.59"
"US-2014-134712","2014-11-29","BS-11380","12.624"
"CA-2016-163216","2016-10-07","AW-10930","4.928"
"CA-2014-116932","2014-07-21","ME-18010","1173.616"
"CA-2017-168102","2017-04-24","CP-12340","113.568"
"CA-2017-163069","2017-08-18","PJ-19015","9.912"
"CA-2016-133669","2016-10-21","SV-20935","235.152"
"CA-2016-130400","2016-03-08","SJ-20125","183.168"
"CA-2016-103163","2016-06-07","FM-14290","9.514"
"CA-2014-164210","2014-11-18","PW-19240","181.78799999999998"
"US-2016-103674","2016-12-06","AP-10720","1018.302"
"CA-2017-130771","2017-07-29","LA-16780","127.688"
"CA-2014-125171","2014-09-03","AG-10390","14.4"
"CA-2017-105921","2017-08-14","JM-15250","418.296"
"US-2017-148362","2017-07-01","KF-16285","639.83"
"CA-2015-131338","2015-08-09","NP-18325","3385.614"
"CA-2017-152310","2017-08-12","DK-12895","1057.168"
"CA-2015-163895","2015-08-07","NS-18640","3.304"
"US-2017-106663","2017-06-09","MO-17800","169.25300000000001"
"CA-2016-125724","2016-09-22","SM-20950","68.432"
"CA-2016-100510","2016-05-12","HM-14860","641.98"
"US-2017-104437","2017-01-27","TG-21310","137.94"
"CA-2014-140662","2014-11-17","TS-21205","1075.3700000000001"
"US-2014-105137","2014-10-10","RB-19435","120.258"
"CA-2016-145905","2016-09-18","AM-10705","1264.14"
"US-2014-157070","2014-06-01","QJ-19255","204.07999999999998"
"CA-2016-139549","2016-10-20","MY-18295","387.136"
"CA-2016-142902","2016-09-12","BP-11185","503.4"
"CA-2014-161032","2014-11-18","MK-17905","392.94"
"CA-2014-167486","2014-11-27","JO-15145","199.9"
"CA-2017-102974","2017-09-19","DP-13105","190.01"
"CA-2017-111332","2017-05-20","NC-18340","891.53"
"CA-2016-132997","2016-11-07","LW-17215","1030.4940000000001"
"CA-2016-128867","2016-11-03","CL-12565","103.19999999999999"
"CA-2014-158029","2014-05-26","HF-14995","225.296"
"CA-2016-162747","2016-03-20","AH-10030","86.45"
"CA-2014-124730","2014-11-26","LS-17245","414.63"
"CA-2014-115336","2014-11-18","AB-10600","14.48"
"CA-2016-155033","2016-10-07","CC-12475","10.56"
"CA-2016-128671","2016-08-11","MT-18070","151.82"
